Zipcode,City,Area ID,Area Name,Crime Code,Crime Code Description,Date Occurred,Date Reported,DR #,Latitude,Longitude,Location,MO Code,Premise Code,Reporting District,Time Occurred,mo_descriptions,count_of_crime,charge_of_violations
90071,los angeles,01,Central,210,ROBBERY,2010-01-12,2010-01-12,100104638,34.0489,-118.2519,5TH                          ST,0344 0416 0429 1217,101,0152,1530,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '1217': ""Teenager(Use if victim's age is unknown)""}",4,4
90013,los angeles,01,Central,888,TRESPASSING,2010-01-12,2010-01-12,100104640,34.0435,-118.2427,500    CROCKER                      ST,,504,0157,1035,{'nan': 'Unknown code'},1,1
90015,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-08,2010-01-08,100104641,34.0401,-118.2668,1300 S  FLOWER                       ST,0344,203,0192,1618,{'0344': 'Removes vict property'},1,1
90015,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-12,2010-01-12,100104643,34.0343,-118.2620,MAIN                         ST,0344 1307,101,0195,1430,"{'0344': 'Removes vict property', '1307': 'Breaks window'}",2,2
90014,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-12,2010-01-12,100104647,34.0407,-118.2541,900 S  LOS ANGELES                  ST,0344,203,0185,1000,{'0344': 'Removes vict property'},1,1
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-11,2010-01-12,100104649,34.0671,-118.2483,900    WHITE KNOLL                  DR,0344 1307,108,0101,2000,"{'0344': 'Removes vict property', '1307': 'Breaks window'}",2,2
90014,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-11,2010-01-12,100104650,34.0467,-118.2485,100 W  5TH                          ST,0421,503,0154,1100,{'0421': 'Threaten to kill'},1,1
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-07,2010-01-07,100104651,34.0442,-118.2439,5TH                          ST,0305 0416,102,0156,1240,"{'0305': 'Attacks from rear', '0416': 'Hit-Hit w/ weapon'}",2,2
90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-12,2010-01-12,100104655,34.0480,-118.2577,HOPE,0344,203,0152,1405,{'0344': 'Removes vict property'},1,1
90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-12,2010-01-12,100104663,34.0617,-118.2469,500 N  FIGUEROA                     ST,0400,502,0111,2010,{'0400': 'Force used'},1,1
90012,los angeles,01,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2010-01-12,2010-01-12,100104665,34.0668,-118.2359,1000 N  BROADWAY,0344,101,0105,1715,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-01-13,2010-01-13,100104666,34.0413,-118.2517,300 E  8TH                          ST,0334 0344,203,0176,0700,"{'0334': 'Brandishes weapon', '0344': 'Removes vict property'}",2,2
90017,los angeles,01,Central,860,BATTERY WITH SEXUAL CONTACT,2010-01-13,2010-01-13,100104667,34.0487,-118.2588,7TH                          ST,0500,102,0162,0500,{'0500': 'Sex related acts'},1,1
90015,los angeles,01,Central,850,INDECENT EXPOSURE,2010-01-13,2010-01-13,100104668,34.0415,-118.2654,1200 S  FLOWER                       ST,0529,101,0182,0010,{'0529': 'Indecent Exposure'},1,1
90012,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-02,2010-01-07,100104669,34.0586,-118.2402,600 N  BROADWAY,0344 0360 1202,502,0111,0800,"{'0344': 'Removes vict property', '0360': 'Suspect is Other Family Member', '1202': 'Aged (60 & over) or blind/crippled/unable to care for self'}",3,3
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-13,2010-01-13,100104673,34.0460,-118.2509,200 W  6TH                          ST,1402 1501,203,0153,1230,"{'1402': 'Evidence Booked (any crime)', '1501': 'Other MO (see rpt)'}",2,2
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-12,2010-01-12,100104677,34.0445,-118.2367,800 E  4TH                          PL,0400,725,0139,1430,{'0400': 'Force used'},1,1
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-12,2010-01-12,100104678,34.0445,-118.2367,800 E  4TH                          PL,0400,725,0139,1430,{'0400': 'Force used'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-13,2010-01-13,100104685,34.0423,-118.2452,6TH,0416 0417,102,0156,0735,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}",2,2
90014,los angeles,01,Central,210,ROBBERY,2010-01-11,2010-01-11,100104697,34.0474,-118.2496,500 S  SPRING                       ST,0344 0400 0429,503,0153,1930,"{'0344': 'Removes vict property', '0400': 'Force used', '0429': 'Vict knocked to ground'}",3,3
90017,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-10,2010-01-13,100104699,34.0473,-118.2566,7TH,0344,108,0162,1300,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-13,2010-01-13,100104700,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0416,101,0166,0030,{'0416': 'Hit-Hit w/ weapon'},1,1
90015,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-13,2010-01-13,100104701,34.0389,-118.2643,PICO,0344 1402,102,0192,1410,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",2,2
90012,los angeles,01,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2010-01-11,2010-01-12,100104702,34.0652,-118.2492,1100 W  SUNSET                       BL,0344,108,0101,0830,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-14,2010-01-19,100105000,34.0446,-118.2490,200 E  6TH                          ST,,726,0155,1200,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-12,2010-01-12,100104705,34.0467,-118.2485,100 E  5TH                          ST,0416,502,0145,1900,{'0416': 'Hit-Hit w/ weapon'},1,1
90071,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-12,2010-01-12,100104706,34.0495,-118.2529,500 S  OLIVE                        ST,0344,203,0152,1600,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-13,2010-01-13,100104707,34.0449,-118.2458,5TH,0416,102,0155,0055,{'0416': 'Hit-Hit w/ weapon'},1,1
90012,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-13,2010-01-13,100104731,34.0673,-118.2354,400    COTTAGE HOME                 ST,,101,0105,1700,{'nan': 'Unknown code'},1,1
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-13,2010-01-13,100104734,34.0442,-118.2439,500 S  SAN PEDRO                    ST,1501,710,0157,0930,{'1501': 'Other MO (see rpt)'},1,1
90079,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-13,2010-01-13,100104743,34.0537,-118.2455,300 W  1ST                          ST,0329,108,0123,0700,{'0329': 'Vandalized'},1,1
90013,los angeles,01,Central,310,BURGLARY,2010-01-13,2010-01-13,100104749,34.0455,-118.2381,300 S  ALAMEDA                      ST,0344,203,0138,1850,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-04,2010-01-14,100104761,34.0474,-118.2496,500 S  SPRING                       ST,0421,503,0153,1515,{'0421': 'Threaten to kill'},1,1
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-13,2010-01-14,100104762,34.0591,-118.2412,600 N  HILL                         ST,0344 1609,108,0111,2000,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90017,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-13,2010-01-14,100104763,34.0444,-118.2628,OLYMPIC,0344 1609,101,0182,1900,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-14,2010-01-14,100104764,34.0571,-118.2435,HILL,0344 1609,101,0112,0530,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-13,2010-01-14,100104775,34.0495,-118.2494,300 W  4TH                          ST,0305 0400,203,0143,1150,"{'0305': 'Attacks from rear', '0400': 'Force used'}",2,2
90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-12,2010-01-14,100104776,34.0446,-118.2450,SAN JULIAN                   ST,0344,102,0156,0100,{'0344': 'Removes vict property'},1,1
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-14,2010-01-14,100104777,34.0510,-118.2480,300 S  BROADWAY,0305 0416,102,0134,1335,"{'0305': 'Attacks from rear', '0416': 'Hit-Hit w/ weapon'}",2,2
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-14,2010-01-14,100104787,34.0442,-118.2439,SAN PEDRO                    ST,0400 1202,101,0147,1610,"{'0400': 'Force used', '1202': 'Aged (60 & over) or blind/crippled/unable to care for self'}",2,2
90012,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-10,2010-01-14,100104788,34.0604,-118.2393,700 N  BROADWAY,0329,102,0111,1800,{'0329': 'Vandalized'},1,1
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-14,2010-01-14,100104797,34.0462,-118.2628,9TH                          ST,0416 1202 1218,102,0162,1920,"{'0416': 'Hit-Hit w/ weapon', '1202': 'Aged (60 & over) or blind/crippled/unable to care for self', '1218': 'Victim was Homeless/Transient'}",3,3
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-14,2010-01-14,100104808,34.0481,-118.2507,500 S  BROADWAY,0325,203,0153,2250,{'0325': 'Took merchandise'},1,1
90079,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-13,2010-01-14,100104809,34.0549,-118.2426,200 W  TEMPLE                       ST,0377 1259,725,0123,1000,"{'0377': ""Takes vict's identification/driver license"", '1259': 'Victim is 14 years old thru 17 years old'}",2,2
90012,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-15,2010-01-15,100104811,34.0600,-118.2486,TEMPLE                       ST,,108,0121,0800,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,623,BATTERY POLICE (SIMPLE),2010-01-14,2010-01-15,100104813,34.0423,-118.2452,SAN PEDRO                    ST,1212,102,0166,2035,{'1212': 'LA Police Officer'},1,1
90014,los angeles,01,Central,623,BATTERY POLICE (SIMPLE),2010-01-14,2010-01-15,100104814,34.0423,-118.2452,SAN PEDRO                    ST,1212,102,0166,2035,{'1212': 'LA Police Officer'},1,1
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-14,2010-01-15,100104824,34.0586,-118.2402,600 N  BROADWAY,0344,108,0111,1830,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-13,2010-01-15,100104825,34.0481,-118.2542,500 W  6TH                          ST,0344,103,0152,0800,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-13,2010-01-15,100104826,34.0472,-118.2361,2ND                          ST,0344,101,0139,1200,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-14,2010-01-15,100104830,34.0467,-118.2485,100 W  5TH                          ST,0344,203,0154,2205,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-09,2010-01-15,100104832,34.0423,-118.2452,6TH                          ST,0344,101,0156,1200,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-15,2010-01-15,100104833,34.0493,-118.2418,300 E  2ND                          ST,0344 1307 1302,108,0128,0830,"{'0344': 'Removes vict property', '1307': 'Breaks window', '1302': ""Suspect forced way into victim's vehicle""}",3,3
90014,los angeles,01,Central,354,THEFT OF IDENTITY,2010-01-15,2010-01-15,100104836,34.0378,-118.2561,1100    SANTEE                       ST,0100,502,0185,1100,{'0100': 'Suspect Impersonate'},1,1
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-15,2010-01-16,100104845,34.0416,-118.2584,1000 S  HILL                         ST,,719,0182,1600,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,761,BRANDISH WEAPON,2010-01-15,2010-01-16,100104847,34.0417,-118.2443,600    CROCKER                      ST,0334,102,0157,1700,{'0334': 'Brandishes weapon'},1,1
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-15,2010-01-16,100104849,34.0439,-118.2399,4TH,0416,101,0148,1540,{'0416': 'Hit-Hit w/ weapon'},1,1
90071,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-15,2010-01-16,100104850,34.0537,-118.2523,300 S  HOPE                         ST,0416,101,0142,1545,{'0416': 'Hit-Hit w/ weapon'},1,1
90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-08,2010-01-16,100104851,34.0487,-118.2588,700 S  FLOWER                       ST,0344,203,0162,1200,{'0344': 'Removes vict property'},1,1
90017,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-15,2010-01-16,100104853,34.0488,-118.2553,600 S  GRAND                        AV,0416,210,0152,0640,{'0416': 'Hit-Hit w/ weapon'},1,1
90015,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-14,2010-01-16,100104854,34.0372,-118.2654,1400 S  GRAND                        AV,,122,0192,1800,{'nan': 'Unknown code'},1,1
90071,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-15,2010-01-16,100104855,34.0516,-118.2561,500 S  FLOWER                       ST,0400,108,0152,0115,{'0400': 'Force used'},1,1
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-15,2010-01-15,100104875,34.0487,-118.2588,700 S  FLOWER                       ST,0344,404,0162,1605,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-16,2010-01-16,100104876,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0416,710,0156,2035,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-04,2010-01-11,100104877,34.0438,-118.2547,8TH,0400,101,0163,1800,{'0400': 'Force used'},1,1
90014,los angeles,01,Central,901,VIOLATION OF RESTRAINING ORDER,2010-01-15,2010-01-15,100104878,34.0467,-118.2520,600 S  BROADWAY,1216 2000,203,0153,1600,"{'1216': 'Sales', '2000': 'Domestic violence'}",2,2
90014,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-16,2010-01-16,100104879,34.0357,-118.2563,12TH,,101,0185,0945,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-16,2010-01-16,100104881,34.0460,-118.2509,200 W  6TH                          ST,0416,502,0153,0410,{'0416': 'Hit-Hit w/ weapon'},1,1
90071,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-16,2010-01-16,100104882,34.0578,-118.2520,100 S  FIGUEROA                     ST,0344 0358 0377 1307 1609,101,0131,0500,"{'0344': 'Removes vict property', '0358': 'Forces Entry', '0377': ""Takes vict's identification/driver license"", '1307': 'Breaks window', '1609': 'Smashed'}",5,5
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-16,2010-01-16,100104884,34.0396,-118.2558,200 E  OLYMPIC                      BL,0344,201,0185,1300,{'0344': 'Removes vict property'},1,1
90015,los angeles,01,Central,354,THEFT OF IDENTITY,2010-01-09,2010-01-16,100104885,34.0416,-118.2620,1100 S  GRAND                        AV,0377,502,0182,0900,"{'0377': ""Takes vict's identification/driver license""}",1,1
90012,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-16,2010-01-16,100104888,34.0640,-118.2375,900 N  BROADWAY,0416 2000,102,0111,1030,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2
90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-16,2010-01-16,100104897,34.0472,-118.2326,2ND                          ST,0344,102,0139,1420,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-16,2010-01-16,100104898,34.0435,-118.2471,600    WALL                         ST,0400,102,0165,1410,{'0400': 'Force used'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-16,2010-01-16,100104899,34.0435,-118.2471,600    WALL                         ST,0400 1402,102,0165,1410,"{'0400': 'Force used', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-16,2010-01-16,100104902,34.0423,-118.2452,6TH                          ST,0202 0416,102,0166,2100,"{'0202': 'Cap/hat', '0416': 'Hit-Hit w/ weapon'}",2,2
90015,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-16,2010-01-16,100104908,34.0401,-118.2668,1300 S  FLOWER                       ST,0416,502,0192,1100,{'0416': 'Hit-Hit w/ weapon'},1,1
90012,los angeles,01,Central,354,THEFT OF IDENTITY,2010-01-13,2010-01-16,100104909,34.0606,-118.2439,600 N  GRAND                        AV,0377,501,0111,1000,"{'0377': ""Takes vict's identification/driver license""}",1,1
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-16,2010-01-17,100104911,34.0480,-118.2577,700 W  7TH                          ST,0344,404,0162,1250,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,310,BURGLARY,2010-01-16,2010-01-17,100104912,34.0474,-118.2496,500 S  SPRING                       ST,,501,0153,2330,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-16,2010-01-17,100104913,34.0428,-118.2461,400 E  6TH                          ST,2000,203,0156,2155,{'2000': 'Domestic violence'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-01-16,2010-01-17,100104914,34.0405,-118.2508,8TH,0305 0334 0344 0906,102,0176,1540,"{'0305': 'Attacks from rear', '0334': 'Brandishes weapon', '0344': 'Removes vict property', '0906': 'Gangs'}",4,4
90017,los angeles,01,Central,210,ROBBERY,2010-01-16,2010-01-17,100104915,34.0480,-118.2577,700 S  HOPE                         ST,0344 0416,503,0162,0250,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon'}",2,2
90015,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-16,2010-01-17,100104916,34.0372,-118.2654,1400 S  GRAND                        AV,0421 0906,701,0192,1100,"{'0421': 'Threaten to kill', '0906': 'Gangs'}",2,2
90079,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-15,2010-01-17,100104919,34.0482,-118.2472,400 S  MAIN                         ST,0329,502,0144,0250,{'0329': 'Vandalized'},1,1
90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-16,2010-01-17,100104920,34.0604,-118.2393,700 N  BROADWAY,0416 0417,406,0111,1700,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}",2,2
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-15,2010-01-17,100104921,34.0454,-118.2360,TRACTION                     AV,0344,101,0139,2300,{'0344': 'Removes vict property'},1,1
90017,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-16,2010-01-17,100104923,34.0494,-118.2581,800    WILSHIRE                     BL,0344,101,0152,2345,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-17,2010-01-17,100104928,34.0515,-118.2424,100 N  LOS ANGELES                  ST,0416,726,0127,1215,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-16,2010-01-17,100104929,34.0419,-118.2485,400 E  7TH                          ST,0416 0421 2000,503,0166,2000,"{'0416': 'Hit-Hit w/ weapon', '0421': 'Threaten to kill', '2000': 'Domestic violence'}",3,3
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-17,2010-01-17,100104930,34.0412,-118.2436,700 E  6TH                          ST,0416,102,0157,1040,{'0416': 'Hit-Hit w/ weapon'},1,1
90017,los angeles,01,Central,860,BATTERY WITH SEXUAL CONTACT,2010-01-17,2010-01-17,100104931,34.0487,-118.2588,7TH,0522,102,0152,1200,{'0522': 'Touched'},1,1
90012,los angeles,01,Central,310,BURGLARY,2010-01-15,2010-01-17,100104935,34.0641,-118.2480,1000 W  SUNSET                       BL,0325,203,0101,2300,{'0325': 'Took merchandise'},1,1
